Domain Code,Area Code,Indicator Code,Sex Code,Sex,Year,Element Code,Element,Source Code,Unit,Value,Flag,Note
OEA,237,21150,2,Male,2014,6173,Value,3023,No,36.0,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2015,6173,Value,3023,No,35.7,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2016,6173,Value,3023,No,35.87,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2017,6173,Value,3023,No,34.88,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2018,6173,Value,3023,No,35.95,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2019,6173,Value,3023,No,33.09,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21150,2,Male,2020,6173,Value,3023,No,34.12,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,2,Male,2021,6173,Value,3023,No,34.75,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,1996,6173,Value,3023,No,51.88,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,3,Female,1997,6173,Value,3023,No,42.44,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,3,Female,1998,6173,Value,3023,No,44.4,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,3,Female,1999,6173,Value,3023,No,44.54,X,Exclude Economic activity (ISIC-Rev.3.1): B. Fishing Time unit: Per hour
OEA,237,21150,3,Female,2007,6173,Value,3023,No,38.45,X,Job coverage: Main job currently held | Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2009,6173,Value,3023,No,35.72,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2011,6173,Value,3023,No,35.74,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2012,6173,Value,3023,No,34.86,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2013,6173,Value,3023,No,32.88,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2014,6173,Value,3023,No,32.37,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2015,6173,Value,3023,No,31.8,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2016,6173,Value,3023,No,31.79,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2017,6173,Value,3023,No,30.6,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2018,6173,Value,3023,No,31.48,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2019,6173,Value,3023,No,27.4,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21150,3,Female,2020,6173,Value,3023,No,29.47,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21150,3,Female,2021,6173,Value,3023,No,30.48,X,Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2007,6173,Value,3023,No,45.17,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2009,6173,Value,3023,No,42.84,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2011,6173,Value,3023,No,45.15,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2012,6173,Value,3023,No,43.99,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2013,6173,Value,3023,No,42.86,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2014,6173,Value,3023,No,42.99,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2015,6173,Value,3023,No,42.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2016,6173,Value,3023,No,42.62,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2017,6173,Value,3023,No,40.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2018,6173,Value,3023,No,42.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2019,6173,Value,3023,No,41.03,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21151,1,Total,2020,6173,Value,3023,No,40.25,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,1,Total,2021,6173,Value,3023,No,39.57,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2007,6173,Value,3023,No,47.24,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2009,6173,Value,3023,No,45.73,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2011,6173,Value,3023,No,47.23,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2012,6173,Value,3023,No,45.58,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2013,6173,Value,3023,No,44.91,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2014,6173,Value,3023,No,44.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2015,6173,Value,3023,No,43.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2016,6173,Value,3023,No,44.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2017,6173,Value,3023,No,42.4,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2018,6173,Value,3023,No,43.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2019,6173,Value,3023,No,42.44,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21151,2,Male,2020,6173,Value,3023,No,41.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,2,Male,2021,6173,Value,3023,No,41.36,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2007,6173,Value,3023,No,41.88,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2009,6173,Value,3023,No,38.66,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2011,6173,Value,3023,No,41.69,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2012,6173,Value,3023,No,41.14,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2013,6173,Value,3023,No,39.07,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2014,6173,Value,3023,No,39.38,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2015,6173,Value,3023,No,38.43,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2016,6173,Value,3023,No,39.27,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2017,6173,Value,3023,No,37.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2018,6173,Value,3023,No,39.44,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2019,6173,Value,3023,No,38.38,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21151,3,Female,2020,6173,Value,3023,No,37.67,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21151,3,Female,2021,6173,Value,3023,No,36.35,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,1996,6121,Value,3023,%,70.0,X,Data reference period: July
OEA,237,21155,1,Total,1997,6121,Value,3023,%,65.3,X,Data reference period: July
OEA,237,21155,1,Total,1998,6121,Value,3023,%,64.8,X,Data reference period: July
OEA,237,21155,1,Total,1999,6121,Value,3023,%,65.0,X,Data reference period: July
OEA,237,21155,1,Total,2000,6121,Value,3023,%,65.3,X,Data reference period: July
OEA,237,21155,1,Total,2001,6121,Value,3023,%,64.0,X,Data reference period: July
OEA,237,21155,1,Total,2002,6121,Value,3023,%,62.0,X,Data reference period: July
OEA,237,21155,1,Total,2003,6121,Value,3023,%,59.7,X,Data reference period: July
OEA,237,21155,1,Total,2004,6121,Value,3023,%,57.9,X,Data reference period: July
OEA,237,21155,1,Total,2006,6121,Value,3023,%,51.7,X,nan
OEA,237,21155,1,Total,2007,6121,Value,3023,%,49.3,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2009,6121,Value,3023,%,47.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2010,6121,Value,3023,%,48.4,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2011,6121,Value,3023,%,48.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2012,6121,Value,3023,%,47.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2013,6121,Value,3023,%,46.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2014,6121,Value,3023,%,46.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2015,6121,Value,3023,%,44.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2016,6121,Value,3023,%,41.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2017,6121,Value,3023,%,40.2,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2018,6121,Value,3023,%,37.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2019,6121,Value,3023,%,34.5,X,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers
OEA,237,21155,1,Total,2020,6121,Value,3023,%,32.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,1,Total,2021,6121,Value,3023,%,26.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,1996,6121,Value,3023,%,69.5,X,Data reference period: July
OEA,237,21155,2,Male,1997,6121,Value,3023,%,64.5,X,Data reference period: July
OEA,237,21155,2,Male,1998,6121,Value,3023,%,63.9,X,Data reference period: July
OEA,237,21155,2,Male,1999,6121,Value,3023,%,64.5,X,Data reference period: July
OEA,237,21155,2,Male,2000,6121,Value,3023,%,64.2,X,Data reference period: July
OEA,237,21155,2,Male,2001,6121,Value,3023,%,63.0,X,Data reference period: July
OEA,237,21155,2,Male,2002,6121,Value,3023,%,61.0,X,Data reference period: July
OEA,237,21155,2,Male,2003,6121,Value,3023,%,57.7,X,Data reference period: July
OEA,237,21155,2,Male,2004,6121,Value,3023,%,55.9,X,Data reference period: July
OEA,237,21155,2,Male,2006,6121,Value,3023,%,49.6,X,nan
OEA,237,21155,2,Male,2007,6121,Value,3023,%,47.1,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2009,6121,Value,3023,%,45.2,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2010,6121,Value,3023,%,46.1,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2011,6121,Value,3023,%,45.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2012,6121,Value,3023,%,45.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2013,6121,Value,3023,%,44.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2014,6121,Value,3023,%,44.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2015,6121,Value,3023,%,42.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2016,6121,Value,3023,%,40.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2017,6121,Value,3023,%,38.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2018,6121,Value,3023,%,36.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2019,6121,Value,3023,%,33.3,X,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers
OEA,237,21155,2,Male,2020,6121,Value,3023,%,31.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,2,Male,2021,6121,Value,3023,%,27.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,1996,6121,Value,3023,%,70.4,X,Data reference period: July
OEA,237,21155,3,Female,1997,6121,Value,3023,%,66.0,X,Data reference period: July
OEA,237,21155,3,Female,1998,6121,Value,3023,%,65.6,X,Data reference period: July
OEA,237,21155,3,Female,1999,6121,Value,3023,%,65.5,X,Data reference period: July
OEA,237,21155,3,Female,2000,6121,Value,3023,%,66.3,X,Data reference period: July
OEA,237,21155,3,Female,2001,6121,Value,3023,%,65.0,X,Data reference period: July
OEA,237,21155,3,Female,2002,6121,Value,3023,%,63.2,X,Data reference period: July
OEA,237,21155,3,Female,2003,6121,Value,3023,%,61.7,X,Data reference period: July
OEA,237,21155,3,Female,2004,6121,Value,3023,%,60.0,X,Data reference period: July
OEA,237,21155,3,Female,2006,6121,Value,3023,%,53.8,X,nan
OEA,237,21155,3,Female,2007,6121,Value,3023,%,51.5,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2009,6121,Value,3023,%,50.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2010,6121,Value,3023,%,50.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2011,6121,Value,3023,%,50.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2012,6121,Value,3023,%,49.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2013,6121,Value,3023,%,48.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2014,6121,Value,3023,%,48.1,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2015,6121,Value,3023,%,45.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2016,6121,Value,3023,%,43.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2017,6121,Value,3023,%,41.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2018,6121,Value,3023,%,38.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2019,6121,Value,3023,%,35.9,X,Repository: ILO-STATISTICS - Micro data processing Employment definition: Excluding own-use production workers
OEA,237,21155,3,Female,2020,6121,Value,3023,%,33.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21155,3,Female,2021,6121,Value,3023,%,25.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,1996,6121,Value,3023,%,51.19,X,Data reference period: July
OEA,237,21158,3,Female,1997,6121,Value,3023,%,51.03,X,Data reference period: July
OEA,237,21158,3,Female,1998,6121,Value,3023,%,50.95,X,Data reference period: July
OEA,237,21158,3,Female,1999,6121,Value,3023,%,50.46,X,Data reference period: July
OEA,237,21158,3,Female,2000,6121,Value,3023,%,50.51,X,Data reference period: July
OEA,237,21158,3,Female,2001,6121,Value,3023,%,50.14,X,Data reference period: July
OEA,237,21158,3,Female,2002,6121,Value,3023,%,50.2,X,Data reference period: July
OEA,237,21158,3,Female,2003,6121,Value,3023,%,50.77,X,Data reference period: July
OEA,237,21158,3,Female,2004,6121,Value,3023,%,50.61,X,Data reference period: July
OEA,237,21158,3,Female,2006,6121,Value,3023,%,51.79,X,nan
OEA,237,21158,3,Female,2007,6121,Value,3023,%,51.44,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2009,6121,Value,3023,%,51.19,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2010,6121,Value,3023,%,50.86,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2011,6121,Value,3023,%,50.97,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2012,6121,Value,3023,%,50.66,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2013,6121,Value,3023,%,50.66,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2014,6121,Value,3023,%,50.65,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2015,6121,Value,3023,%,50.07,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2016,6121,Value,3023,%,50.4,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2017,6121,Value,3023,%,49.79,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2018,6121,Value,3023,%,49.08,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2019,6121,Value,3023,%,49.52,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21158,3,Female,2020,6121,Value,3023,%,48.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21158,3,Female,2021,6121,Value,3023,%,45.88,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2007,6121,Value,3023,%,93.3,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2009,6121,Value,3023,%,91.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2010,6121,Value,3023,%,92.02,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2011,6121,Value,3023,%,91.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2012,6121,Value,3023,%,91.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2013,6121,Value,3023,%,90.92,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2014,6121,Value,3023,%,90.89,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2015,6121,Value,3023,%,90.63,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2016,6121,Value,3023,%,90.33,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2017,6121,Value,3023,%,89.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2018,6121,Value,3023,%,88.56,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2019,6121,Value,3023,%,88.78,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21126,1,Total,2020,6121,Value,3023,%,88.28,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,1,Total,2021,6121,Value,3023,%,86.01,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2007,6121,Value,3023,%,89.38,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2009,6121,Value,3023,%,87.87,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2010,6121,Value,3023,%,87.97,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2011,6121,Value,3023,%,86.67,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2012,6121,Value,3023,%,87.08,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2013,6121,Value,3023,%,86.68,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2014,6121,Value,3023,%,86.58,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2015,6121,Value,3023,%,85.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2016,6121,Value,3023,%,85.63,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2017,6121,Value,3023,%,83.84,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2018,6121,Value,3023,%,83.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2019,6121,Value,3023,%,83.92,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21126,2,Male,2020,6121,Value,3023,%,83.11,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,2,Male,2021,6121,Value,3023,%,80.99,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2007,6121,Value,3023,%,97.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2009,6121,Value,3023,%,95.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2010,6121,Value,3023,%,95.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2011,6121,Value,3023,%,95.24,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2012,6121,Value,3023,%,94.82,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2013,6121,Value,3023,%,95.05,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2014,6121,Value,3023,%,95.1,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2015,6121,Value,3023,%,95.29,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2016,6121,Value,3023,%,94.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2017,6121,Value,3023,%,94.27,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2018,6121,Value,3023,%,93.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2019,6121,Value,3023,%,93.73,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21126,3,Female,2020,6121,Value,3023,%,93.71,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21126,3,Female,2021,6121,Value,3023,%,91.92,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2007,6121,Value,3023,%,0.73,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2009,6121,Value,3023,%,2.36,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2010,6121,Value,3023,%,1.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2011,6121,Value,3023,%,2.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2012,6121,Value,3023,%,2.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2013,6121,Value,3023,%,2.92,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2014,6121,Value,3023,%,2.94,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2015,6121,Value,3023,%,2.29,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2016,6121,Value,3023,%,2.76,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2017,6121,Value,3023,%,3.13,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2018,6121,Value,3023,%,3.45,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2019,6121,Value,3023,%,3.25,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21114,1,Total,2020,6121,Value,3023,%,3.54,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,1,Total,2021,6121,Value,3023,%,3.44,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2007,6121,Value,3023,%,1.04,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2009,6121,Value,3023,%,3.03,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2010,6121,Value,3023,%,1.81,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2011,6121,Value,3023,%,3.08,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2012,6121,Value,3023,%,3.14,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2013,6121,Value,3023,%,3.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2014,6121,Value,3023,%,3.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2015,6121,Value,3023,%,3.14,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2016,6121,Value,3023,%,3.77,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2017,6121,Value,3023,%,4.06,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2018,6121,Value,3023,%,4.31,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2019,6121,Value,3023,%,4.13,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21114,2,Male,2020,6121,Value,3023,%,4.49,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,2,Male,2021,6121,Value,3023,%,4.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2007,6121,Value,3023,%,0.44,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2009,6121,Value,3023,%,1.71,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2010,6121,Value,3023,%,0.87,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2011,6121,Value,3023,%,1.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2012,6121,Value,3023,%,1.87,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2013,6121,Value,3023,%,2.11,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2014,6121,Value,3023,%,2.01,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2015,6121,Value,3023,%,1.44,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2016,6121,Value,3023,%,1.77,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2017,6121,Value,3023,%,2.18,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2018,6121,Value,3023,%,2.56,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2019,6121,Value,3023,%,2.36,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21114,3,Female,2020,6121,Value,3023,%,2.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21114,3,Female,2021,6121,Value,3023,%,2.73,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21118,1,Total,2007,6121,Value,3023,%,5.97,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21118,1,Total,2009,6121,Value,3023,%,5.69,X,Repository: ILO-STATISTICS - Micro data processing
